e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
1,27.105,0,0,42,2,-5.52,1,0,734.681,1764
0,31.698,0,0,25,1,-2.97,0,0,1004.763,625
1,32.244,1,1,35,2,2.14,1,1,1039.676,1225
1,53.1,1,0,34,4,6.2,1,0,2819.61,1156
1,36.939,0,1,42,1,2.4,1,0,1364.49,1764
0,27,1,0,55,2,54.997,0,1,729,3025
1,34.329,0,0,36,1,-0.03,0,0,1178.48,1296
1,71.844,1,0,43,4,50.594,1,1,5161.561,1849
1,84.504,1,1,38,3,-9.087,0,0,7140.926,1444
0,45.549,1,0,60,2,23.309,0,0,2074.711,3600
0,16.2,0,0,27,1,0,0,0,262.44,729
1,18.012,0,1,38,1,3.487,1,0,324.4321,1444
1,75.003,1,1,54,2,156.498,1,1,5625.45,2916
0,52.995,1,0,37,4,8.249,0,1,2808.47,1369
1,47.664,1,0,37,3,32.5,1,0,2271.857,1369
0,28.56,1,0,33,4,0.3,0,0,815.6736,1089
1,65.847,1,0,27,2,12.625,1,0,4335.828,729
1,60.27,1,0,28,2,7.3,1,0,3632.473,784
0,137.16,1,0,51,3,5.004,0,1,18812.87,2601
1,25.638,1,0,55,2,0.2,0,0,657.3071,3025
0,59.199,1,0,26,2,-17.975,0,0,3504.522,676
0,56.691,1,0,27,2,9.699,0,1,3213.87,729
0,36.42,0,0,56,1,4.999,0,0,1326.416,3136
0,13.572,0,0,41,2,0,0,0,184.1992,1681
1,54.492,1,0,49,2,25.124,0,1,2969.378,2401
0,23.463,0,1,43,1,-4.811,0,0,550.5123,1849
0,33.759,1,0,35,3,-2.051,0,0,1139.67,1225
1,47.928,1,1,34,3,6.4,0,1,2297.093,1156
1,46.533,1,0,36,6,-14.3,1,0,2165.32,1296
1,48.138,1,0,62,3,77.9,1,1,2317.267,3844
0,23.535,0,0,62,1,137.8,0,1,553.8962,3844
1,62.355,1,0,34,4,-4,0,0,3888.146,1156
0,30.432,1,0,64,2,76,0,1,926.1066,4096
1,18.258,0,0,25,1,0.1,0,0,333.3546,625
1,24.624,0,1,50,1,17.105,1,1,606.3414,2500
1,70.374,1,0,46,5,34.9,0,0,4952.5,2116
0,26.52,0,0,25,4,0,0,0,703.3104,625
1,100.53,1,0,47,4,242,1,1,10106.28,2209
0,44.22,1,0,46,3,21.862,0,1,1955.408,2116
0,33.687,1,0,47,4,33,0,1,1134.814,2209
0,14.997,1,0,32,12,0.036,0,0,224.91,1024
0,31.956,0,0,38,3,-4.325,0,0,1021.186,1444
0,69.555,1,0,49,4,-15.141,0,0,4837.898,2401
0,28.902,0,0,37,2,0,0,0,835.3256,1369
1,24.156,0,0,29,1,0.599,0,0,583.5123,841
0,13.41,0,0,27,2,7.62,0,0,179.8281,729
0,50.439,1,0,53,3,9.675,0,1,2544.093,2809
0,16.71,0,1,55,1,0,0,0,279.2241,3025
0,69.375,0,1,42,1,2.9,0,0,4812.891,1764
1,40.152,1,0,57,3,97.899,1,1,1612.183,3249
0,33.681,1,0,55,5,3.5,0,1,1134.41,3025
1,50.742,1,0,50,2,75.149,1,0,2574.751,2500
0,16.215,1,0,32,8,-0.4,0,0,262.9262,1024
0,15.198,0,0,44,3,0.9,0,0,230.9792,1936
1,54.594,1,1,40,4,8.349,1,0,2980.505,1600
1,78.45,1,0,37,3,36.998,1,0,6154.402,1369
0,100.692,1,0,39,6,56.5,0,0,10138.88,1521
0,104.802,1,0,51,2,106,0,1,10983.46,2601
1,192.99,1,0,49,3,122,1,1,37245.14,2401
0,25.773,1,0,46,2,-9.5,0,0,664.2476,2116
0,32.154,1,0,27,3,-0.296,0,0,1033.88,729
0,73.785,1,0,46,4,13.209,0,1,5444.227,2116
1,101.589,1,1,45,5,-8.334,1,1,10320.32,2025
0,31.008,1,0,54,2,15.5,0,1,961.496,2916
0,46.221,1,0,55,3,-336.789,0,1,2136.381,3025
0,17.403,0,0,62,1,11.137,0,0,302.8644,3844
1,12.399,0,0,46,1,13.486,1,0,153.7352,2116
0,35.058,1,0,30,2,-10.525,0,0,1229.063,900
1,24.114,1,0,50,6,-2.91,1,0,581.485,2500
1,28.98,1,0,34,6,0.35,0,0,839.8404,1156
1,35.7,0,0,50,1,41.75,1,0,1274.49,2500
1,43.275,1,0,27,3,18.8,1,0,1872.726,729
0,11.253,0,0,42,5,-1.5,0,0,126.63,1764
0,24.6,0,1,28,3,-2.5,0,0,605.16,784
0,14.7,0,0,43,2,-3.5,0,0,216.09,1849
0,43.521,1,0,32,4,3.5,0,0,1894.077,1024
0,57,1,0,30,2,-10.275,0,0,3249,900
0,18.81,1,0,27,2,26.2,0,1,353.8161,729
1,48.819,1,0,36,5,5.905,0,0,2383.295,1296
1,68.949,1,0,39,5,46.5,1,1,4753.964,1521
0,24.942,0,1,26,4,4.799,0,0,622.1033,676
1,35.706,1,1,37,4,28.049,1,0,1274.919,1369
0,16.26,0,1,47,2,1.7,0,0,264.3876,2209
0,28.56,1,0,45,6,0.05,0,0,815.6736,2025
1,16.8,0,1,61,4,45,1,0,282.24,3721
0,25.56,1,0,31,3,16.5,0,0,653.3136,961
1,35.082,1,0,48,4,-2.485,0,0,1230.747,2304
1,44.88,1,0,39,4,14.74,1,0,2014.214,1521
0,14.895,0,1,25,1,-0.1,0,0,221.861,625
0,28.191,1,0,52,3,-1,0,0,794.7325,2704
0,15.966,0,0,30,1,0,0,0,254.9131,900
0,59.34,1,0,40,4,140.6,0,1,3521.236,1600
0,47.019,0,1,49,3,129.12,0,0,2210.786,2401
0,12.048,0,0,54,2,-4.8,0,0,145.1543,2916
0,11.22,1,0,25,4,0,0,0,125.8884,625
0,65.028,1,0,62,2,47.7,0,1,4228.641,3844
1,53.67,1,0,36,3,14.099,1,0,2880.469,1296
1,13.596,1,0,61,2,54.249,1,1,184.8512,3721
1,28.872,1,1,36,3,2.785,1,0,833.5923,1296
0,10.56,1,0,30,5,-8.55,0,0,111.5136,900
0,25.8,0,1,28,1,10.01,0,0,665.64,784
1,51.051,1,0,31,4,-0.39,1,0,2606.204,961
0,25.068,1,0,42,7,1.449,0,0,628.4047,1764
0,34.794,1,0,25,3,-0.45,0,0,1210.622,625
1,28.635,0,1,31,1,5,0,0,819.9633,961
0,54.063,1,0,49,4,2.175,0,0,2922.808,2401
0,43.281,1,0,29,3,1.368,0,1,1873.245,841
0,12.555,0,0,25,2,-10.25,0,0,157.628,625
0,25.5,1,0,62,3,-1.3,0,0,650.25,3844
1,26.868,0,0,37,4,3.2,1,0,721.8894,1369
0,20.331,0,0,42,3,-2.252,0,0,413.3495,1764
0,20.475,1,0,31,1,-0.1,0,0,419.2256,961
0,36.474,0,1,34,1,1.1,0,0,1330.353,1156
0,33.225,1,0,33,5,16.975,0,0,1103.901,1089
1,25.068,1,0,34,5,8.025,1,0,628.4047,1156
0,28.182,0,1,47,1,19.599,0,0,794.2251,2209
0,32.676,0,0,40,3,9,0,0,1067.721,1600
1,49.044,1,0,43,6,24.278,1,1,2405.314,1849
0,36.012,1,0,32,8,-10.4,0,0,1296.864,1024
0,13.215,0,0,48,3,0.949,0,0,174.6362,2304
0,11.1,1,0,32,5,5,0,0,123.21,1024
1,12.75,1,0,41,6,0.725,0,0,162.5625,1681
0,10.5,1,0,43,5,0,0,0,110.25,1849
1,24.045,0,0,36,1,0.14,1,0,578.162,1296
1,66.801,1,0,40,3,295.898,1,1,4462.374,1600
0,43.968,1,0,37,4,11.199,0,1,1933.185,1369
0,38.124,1,0,64,2,45.9,0,1,1453.439,4096
1,45.75,0,1,33,1,21.5,1,0,2093.063,1089
0,35.73,1,0,37,3,-9.176,0,0,1276.633,1369
0,26.094,1,0,36,5,-1.15,0,0,680.8969,1296
0,19.2,0,1,31,3,-9.4,0,0,368.64,961
0,19.17,0,0,41,1,-6.9,0,0,367.4889,1681
1,100.287,0,1,39,1,259.198,1,1,10057.48,1521
1,36.963,0,1,33,1,5.696,1,0,1366.263,1089
1,24.945,0,0,38,1,2.85,1,0,622.253,1444
0,48.732,1,0,53,2,149.601,0,1,2374.808,2809
0,27.792,1,1,35,5,1,0,0,772.3953,1225
1,25.74,1,0,31,3,-4.83,1,0,662.5476,961
0,22.752,0,0,40,4,-6.7,0,0,517.6536,1600
1,64.974,1,0,38,2,29.13,1,1,4221.621,1444
1,50.07,1,0,37,4,2.75,1,0,2507.005,1369
0,14.97,1,0,49,4,2.099,0,0,224.1009,2401
1,42.834,1,0,36,4,53.421,1,0,1834.751,1296
1,73.707,1,0,32,5,-10.55,0,0,5432.722,1024
0,42.738,1,0,26,3,1.024,0,0,1826.536,676
0,42.555,1,0,31,3,-101.436,0,0,1810.928,961
0,29.16,0,0,28,1,2.6,0,0,850.3056,784
0,68.439,1,0,29,3,24.35,0,0,4683.897,841
1,17.214,0,0,48,1,12.048,1,0,296.3218,2304
1,36.084,0,0,28,3,3.35,1,0,1302.055,784
1,98.292,1,1,42,4,351.62,1,1,9661.317,1764
1,33.816,1,1,58,3,3.6,1,0,1143.522,3364
1,65.601,1,0,48,5,42.2,0,0,4303.491,2304
1,45.486,0,0,46,1,16.05,1,0,2068.976,2116
0,91.692,1,0,56,2,47,0,0,8407.423,3136
0,33.777,1,0,57,3,42.4,0,1,1140.886,3249
1,57.72,1,1,37,2,3.6,1,0,3331.599,1369
1,45.744,1,0,44,5,2.8,0,0,2092.513,1936
0,28.32,0,0,37,3,-9,0,0,802.0224,1369
1,47.238,0,1,41,1,63.7,1,1,2231.428,1681
0,37.569,1,0,39,4,-6.301,0,0,1411.43,1521
0,39.546,0,1,56,1,65.897,0,1,1563.886,3136
1,111.978,1,0,42,4,96.6,1,1,12539.07,1764
0,18.378,1,0,30,4,-1.12,0,0,337.7509,900
0,33.636,1,0,61,2,86.999,0,1,1131.381,3721
0,42.744,1,0,61,3,29.2,0,1,1827.049,3721
0,23.052,0,0,61,2,-1.05,0,0,531.3947,3721
0,40.5,1,0,62,3,44.763,0,1,1640.25,3844
0,16.218,0,1,40,1,1,0,0,263.0235,1600
0,32.4,0,0,55,4,-0.4,0,0,1049.76,3025
0,21.267,0,0,28,1,3.55,0,0,452.2853,784
0,16.203,1,1,29,4,0,0,0,262.5372,841
0,17.793,0,1,25,1,15.6,0,0,316.5908,625
1,63.954,1,0,42,6,-25.57,0,0,4090.114,1764
0,15.3,0,0,31,4,-0.523,0,0,234.09,961
1,42.513,1,0,28,4,19,1,0,1807.355,784
1,27.111,1,0,41,4,23.312,1,0,735.0063,1681
0,45.654,1,0,27,3,6.757,0,0,2084.288,729
1,41.634,1,0,42,4,17.099,0,0,1733.39,1764
1,51.141,1,0,41,4,0.375,0,0,2615.402,1681
0,17.022,0,0,34,1,-27.77,0,0,289.7485,1156
0,33.63,1,0,29,4,2.75,0,0,1130.977,841
0,33.543,1,0,34,4,-1.55,0,0,1125.133,1156
1,58.026,1,0,36,4,12.148,0,1,3367.017,1296
0,25.527,0,0,45,2,0.915,0,1,651.6277,2025
1,39.453,1,0,32,3,0.48,0,1,1556.539,1024
1,98.034,1,0,48,4,32.29,1,1,9610.664,2304
1,50.262,1,0,34,4,15,0,0,2526.269,1156
1,41.124,1,0,44,3,8.774,0,0,1691.183,1936
0,37.98,1,0,54,8,4.2,0,1,1442.48,2916
0,22.134,0,0,28,1,-0.994,0,0,489.914,784
1,62.496,1,0,27,2,8.352,0,0,3905.75,729
1,37.635,1,0,50,2,5.85,1,0,1416.393,2500
0,26.796,1,0,25,6,-1.431,0,0,718.0256,625
1,32.712,1,0,43,4,12.049,1,0,1070.075,1849
1,80.7,1,0,46,4,51,1,1,6512.49,2116
1,108.795,1,1,44,3,19.375,1,1,11836.35,1936
0,21.72,1,0,30,2,23.85,0,0,471.7584,900
1,53.664,1,0,28,3,7.5,1,0,2879.825,784
0,30.804,0,0,35,1,-1.6,0,0,948.8865,1225
0,47.16,1,0,31,2,16.055,0,0,2224.066,961
1,54.996,1,0,37,4,-4.3,0,0,3024.56,1369
1,91.689,1,0,41,5,72.475,1,1,8406.873,1681
0,41.658,0,0,49,1,1.499,0,0,1735.389,2401
0,17.619,1,0,64,5,-0.45,0,0,310.4291,4096
0,66,0,1,34,1,25.29,0,0,4356,1156
1,23.634,1,0,51,4,2.195,0,0,558.566,2601
1,33.375,1,0,29,4,15,1,0,1113.891,841
0,38.04,0,1,57,1,79.998,0,1,1447.042,3249
0,33.093,1,0,26,2,-2.5,0,0,1095.147,676
0,80.613,1,0,38,4,54,0,1,6498.456,1444
0,55.68,1,0,32,5,1.163,0,0,3100.262,1024
1,55.464,1,0,40,5,67.703,1,0,3076.255,1600
1,38.316,0,0,42,3,-10.8,0,0,1468.116,1764
1,79.206,1,0,32,2,32.292,1,0,6273.591,1024
0,26.664,0,0,59,1,5.855,0,0,710.9689,3481
0,15.33,0,1,47,2,0.499,0,0,235.0089,2209
0,35.643,1,0,29,5,-2,0,0,1270.424,841
0,18.9,0,1,49,1,0,0,0,357.21,2401
1,21.42,1,0,29,3,-0.225,1,0,458.8164,841
0,51.981,1,0,58,5,17.496,0,0,2702.024,3364
1,39.168,1,0,36,4,80.6,1,0,1534.132,1296
0,20.97,0,0,62,1,11.983,0,0,439.7409,3844
0,12.483,0,1,37,1,55.5,0,0,155.8253,1369
1,11.349,0,0,33,4,-7,0,0,128.7998,1089
1,26.73,0,0,25,1,15.5,1,0,714.4929,625
1,34.803,1,0,56,2,24.699,1,1,1211.249,3136
1,143.781,1,0,29,3,8.25,1,0,20672.98,841
1,25.641,0,0,37,4,60.7,1,0,657.4609,1369
0,20.703,0,0,54,2,2.491,0,0,428.6142,2916
1,51.18,0,0,44,4,-7.4,0,0,2619.392,1936
0,11.913,0,0,48,1,-5.226,0,0,141.9196,2304
0,58.992,0,1,46,1,6,0,1,3480.056,2116
0,41.316,1,0,42,4,3.5,0,0,1707.012,1764
0,21.021,1,1,29,3,-1.502,0,0,441.8824,841
1,55.296,0,1,50,1,149.7,1,1,3057.648,2500
0,55.62,1,0,31,4,-3.395,0,0,3093.584,961
1,72,1,0,44,8,106.3,1,0,5184,1936
0,18.888,0,0,62,1,2,0,0,356.7566,3844
1,42.915,0,0,49,3,4.975,1,1,1841.697,2401
0,21.6,0,1,38,1,0,0,0,466.56,1444
1,52.737,1,1,33,2,4.766,1,1,2781.191,1089
1,39.12,1,0,39,7,5,1,0,1530.374,1521
0,68.229,0,1,28,1,-19.45,0,0,4655.196,784
0,20.583,0,0,43,4,-4.3,0,0,423.6599,1849
1,30.102,1,0,52,3,8.85,1,0,906.1304,2704
0,25.2,0,0,27,1,-1.35,0,0,635.04,729
0,44.616,1,0,54,3,0,0,0,1990.588,2916
1,62.64,1,0,31,2,29.5,0,1,3923.77,961
1,32.838,0,0,49,1,42.498,1,1,1078.334,2401
1,40.677,1,0,40,4,5.863,1,1,1654.618,1600
1,25.731,0,1,35,3,3.2,0,0,662.0844,1225
1,16.371,0,0,35,3,-1.55,0,0,268.0096,1225
0,49.05,1,0,61,4,20.7,0,0,2405.902,3721
0,59.4,0,0,41,1,52.15,0,0,3528.36,1681
0,33.219,1,0,30,2,-1.563,0,0,1103.502,900
1,33.174,1,0,25,3,3.836,0,0,1100.514,625
1,28.785,0,0,59,1,164.7,1,1,828.5762,3481
1,52.263,1,0,40,4,-6.1,0,0,2731.421,1600
0,63.3,1,0,45,2,0.29,0,1,4006.89,2025
0,15.135,1,0,44,5,0.4,0,0,229.0682,1936
0,17.856,1,0,29,9,0,0,0,318.8368,841
1,50.4,1,0,35,2,45.5,0,0,2540.16,1225
0,27.516,1,0,50,2,54.5,0,1,757.1303,2500
1,13.101,0,1,34,1,-7.5,0,0,171.6362,1156
0,57.87,1,0,29,4,2,0,0,3348.937,841
0,32.871,1,0,31,4,0.515,0,0,1080.503,961
0,67.746,1,0,52,3,-5.901,0,0,4589.521,2704
1,45.21,1,0,36,6,7.92,1,0,2043.944,1296
0,27.852,1,0,38,4,0.1,0,0,775.7339,1444
0,65.262,1,0,25,2,-3.899,0,0,4259.129,625
1,32.1,1,0,57,2,18.799,1,0,1030.41,3249
0,34.386,1,0,36,4,0.1,0,0,1182.397,1296
0,20.313,1,1,29,3,0.21,0,0,412.618,841
0,26.916,0,1,48,1,47.488,0,1,724.4711,2304
0,79.323,1,0,59,2,95.299,0,1,6292.138,3481
0,45.81,1,0,41,4,1.7,0,1,2098.556,1681
1,11.49,0,0,56,2,0.5,0,0,132.0201,3136
0,21.603,0,0,39,3,-11.551,0,0,466.6896,1521
0,20.667,1,0,34,4,4.572,0,1,427.1249,1156
0,13.5,0,0,51,2,0,0,0,182.25,2601
0,42.009,0,0,39,1,17,0,1,1764.756,1521
0,68.214,1,0,28,3,8.215,0,1,4653.149,784
0,39.609,1,1,28,3,-3.8,0,0,1568.873,784
1,55.263,0,1,37,3,1098.624,1,1,3053.999,1369
0,26.958,1,0,48,3,0.049,0,0,726.7338,2304
0,20.787,1,0,35,3,-0.33,0,0,432.0994,1225
1,58.323,1,0,31,4,24.448,1,0,3401.573,961
0,45.687,1,0,29,2,7.926,0,1,2087.302,841
0,18.423,1,0,42,4,0,0,0,339.407,1764
0,25.215,1,0,35,2,-2.2,0,0,635.7962,1225
0,19.812,1,0,31,6,-3.651,0,0,392.5154,961
0,43.2,0,1,46,1,0,0,0,1866.24,2116
1,101.826,1,0,54,7,46.603,1,1,10368.53,2916
0,34.437,1,0,48,3,-2.645,0,0,1185.907,2304
0,53.955,1,0,52,4,-7,0,0,2911.142,2704
1,40.125,1,0,53,2,7.286,1,0,1610.016,2809
0,49.329,1,0,32,2,-6.705,0,0,2433.35,1024
0,22.68,0,1,25,1,0.2,0,0,514.3824,625
1,38.856,1,0,39,4,9.675,1,0,1509.789,1521
1,25.542,1,0,60,3,83.199,1,1,652.3937,3600
0,32.409,1,0,25,3,-1.775,0,0,1050.343,625
0,22.956,0,0,44,2,10.299,0,0,526.9779,1936
1,83.496,1,0,34,4,21.549,0,0,6971.583,1156
1,67.512,1,0,37,4,109.8,1,1,4557.87,1369
1,73.641,1,0,43,2,28.6,1,1,5422.997,1849
0,58.272,0,1,62,1,39,0,0,3395.626,3844
0,28.095,1,0,40,5,0,0,0,789.329,1600
1,98.607,0,0,32,1,77.396,1,0,9723.341,1024
0,12.576,1,0,64,2,0.27,0,0,158.1558,4096
1,49.05,0,1,55,2,256.699,1,0,2405.902,3025
0,44.613,1,0,30,4,3.328,0,0,1990.32,900
0,24.408,0,0,42,1,-0.4,0,0,595.7505,1764
0,33.21,0,1,30,1,0.9,0,0,1102.904,900
0,15.39,0,1,25,1,2.725,0,0,236.8521,625
0,28.8,0,1,36,1,-3.35,0,0,829.4399,1296
0,10.338,1,0,48,3,-1.795,0,0,106.8743,2304
1,34.002,0,1,56,2,71.6,1,0,1156.136,3136
1,36.882,1,0,35,3,36.145,1,0,1360.282,1225
1,39.261,1,0,43,3,-0.3,1,0,1541.426,1849
0,13.245,0,0,60,1,39.6,0,0,175.43,3600
1,40.5,0,1,39,1,-12.4,1,0,1640.25,1521
0,32.232,0,0,50,1,14.098,0,0,1038.902,2500
1,41.238,1,0,53,2,108.47,1,1,1700.573,2809
1,51.528,1,0,38,6,74.6,1,0,2655.135,1444
0,47.355,1,0,40,4,2.7,0,0,2242.496,1600
0,14.892,1,0,29,2,-1.75,0,0,221.7717,841
1,111.372,1,0,49,2,64.337,1,1,12403.72,2401
1,24.15,0,0,38,5,5.5,0,0,583.2225,1444
0,31.2,1,0,30,5,0,0,0,973.4401,900
1,42.804,1,0,25,2,-2.65,1,0,1832.182,625
1,24.351,1,0,33,3,0.5,0,0,592.9712,1089
0,38.601,1,0,37,5,-4.4,0,0,1490.037,1369
0,21.366,0,0,59,1,-0.75,0,0,456.5059,3481
1,59.667,1,0,32,2,61,1,0,3560.151,1024
0,44.4,0,1,38,1,-5.8,0,0,1971.36,1444
0,23.16,0,0,55,4,30.299,0,1,536.3856,3025
0,26.91,1,0,52,1,15.1,0,1,724.1481,2704
0,15.3,0,0,53,1,-5.71,0,0,234.09,2809
1,16.665,0,1,37,1,3.5,1,0,277.7223,1369
1,29.373,0,0,43,4,-0.8,1,0,862.7731,1849
0,13.566,0,0,39,2,1.5,0,0,184.0364,1521
1,37.965,1,0,51,4,7.6,1,0,1441.341,2601
1,60.282,1,0,53,3,43.3,1,1,3633.92,2809
1,47.646,1,0,54,3,100.7,1,1,2270.141,2916
1,155.196,1,0,43,4,87,1,1,24085.8,1849
0,20.103,1,0,35,5,-4.823,0,0,404.1306,1225
1,54.96,1,0,35,4,70.05,1,1,3020.602,1225
0,44.403,1,0,62,2,42.632,0,0,1971.626,3844
0,36.621,1,0,40,5,-5.008,0,0,1341.098,1600
0,35.439,1,0,40,3,0.869,0,0,1255.923,1600
0,16.977,1,0,34,5,-3.05,0,0,288.2185,1156
0,19.176,1,0,48,4,-0.03,0,0,367.719,2304
0,22.722,0,1,30,1,0.3,0,0,516.2893,900
1,109.587,1,0,41,5,17.519,0,1,12009.31,1681
0,16.647,0,0,34,4,-2.48,0,0,277.1226,1156
0,29.976,1,0,36,3,-4.815,0,0,898.5605,1296
1,49.095,1,0,40,5,50.355,1,1,2410.319,1600
0,26.175,1,1,31,5,-2.171,0,0,685.1306,961
0,16.128,0,0,31,2,-0.193,0,0,260.1124,961
0,21.21,1,0,28,3,16,0,0,449.8641,784
0,28.887,1,0,28,2,-2.4,0,0,834.4587,784
1,68.673,1,0,48,3,36.8,1,0,4715.98,2304
0,10.2,0,1,42,1,0,0,0,104.04,1764
1,32.046,1,0,43,4,-0.751,1,0,1026.946,1849
0,14.79,0,1,32,1,-0.595,0,0,218.7441,1024
1,36.612,1,0,43,2,-0.9,0,0,1340.438,1849
0,19.125,0,1,39,4,0,0,0,365.7656,1521
0,13.026,0,1,25,1,-21.25,0,0,169.6767,625
0,18.516,0,1,29,1,-1.5,0,0,342.8423,841
0,108.87,1,0,52,2,37.878,0,1,11852.68,2704
0,35.61,1,0,46,2,7.2,0,0,1268.072,2116
0,50.25,0,0,39,4,16.199,0,0,2525.063,1521
1,59.232,0,0,34,3,36.3,1,0,3508.43,1156
1,69.612,1,0,32,4,1.771,1,0,4845.831,1024
1,51.9,1,0,42,3,3,0,0,2693.61,1764
1,12.6,1,0,40,2,28.269,1,0,158.76,1600
1,12.291,1,0,41,5,20,1,0,151.0687,1681
1,36.42,0,0,43,1,9.5,0,0,1326.416,1849
1,13.362,1,0,54,1,-1.6,0,0,178.5431,2916
0,29.301,0,0,56,2,13.5,0,0,858.5486,3136
1,44.016,1,0,42,4,-4.496,1,1,1937.408,1764
1,22.413,1,0,30,4,-1.845,0,0,502.3426,900
0,27.246,1,0,28,4,-8.195,0,0,742.3445,784
0,21.639,0,0,28,2,-0.25,0,0,468.2463,784
0,18.861,1,0,32,5,0,0,0,355.7373,1024
0,40.926,1,0,53,3,-2.801,0,0,1674.937,2809
0,17.01,0,1,27,4,-3.094,0,0,289.3401,729
0,23.31,0,0,62,1,-0.35,0,0,543.3561,3844
1,28.83,0,0,31,2,0,1,0,831.1689,961
0,26.52,1,0,38,4,0.16,0,0,703.3104,1444
0,30.264,1,0,58,3,52.399,0,1,915.9097,3364
0,27.927,1,0,57,4,-1.501,0,0,779.9174,3249
0,58.413,1,0,30,4,-10,0,0,3412.078,900
0,62.703,1,0,38,5,-13.3,0,0,3931.666,1444
1,31.626,0,1,35,1,0.95,0,0,1000.204,1225
0,32.064,1,1,49,3,-4.5,0,0,1028.1,2401
0,27.012,1,0,41,4,-0.73,0,0,729.6481,1681
1,38.862,1,0,44,3,-2.667,1,0,1510.255,1936
1,28.194,1,0,61,2,19.799,1,0,794.9017,3721
1,23.316,0,1,28,1,-0.2,0,0,543.6359,784
1,14.805,0,0,35,1,0,0,0,219.188,1225
0,13.26,0,1,45,1,-1,0,0,175.8276,2025
0,12.24,0,0,55,1,0,0,0,149.8176,3025
0,48.615,0,1,41,4,-2.6,0,0,2363.418,1681
0,28.965,1,0,27,5,-0.8,0,0,838.9713,729
0,24.051,1,0,28,4,8,0,0,578.4506,784
1,28.143,1,0,41,4,0.1,1,0,792.0284,1681
0,30.435,1,0,47,7,15.349,0,0,926.2892,2209
1,20.484,1,0,50,3,5.26,0,0,419.5942,2500
0,56.997,1,0,53,3,189,0,1,3248.658,2809
0,54.75,1,0,35,5,0.3,0,0,2997.563,1225
0,20.469,0,0,42,2,0.749,0,0,418.9799,1764
1,67.764,1,0,49,3,61.698,1,1,4591.959,2401
1,22.299,0,0,63,3,0.06,1,0,497.2454,3969
1,26.268,0,0,38,3,52.568,1,0,690.0078,1444
0,13.212,0,0,39,5,0,0,0,174.5569,1521
1,11.049,0,0,55,6,1.55,1,0,122.0804,3025
0,19.14,0,1,31,1,0.4,0,0,366.3396,961
0,19.848,1,1,29,4,-1.6,0,0,393.9431,841
0,12.954,1,0,27,5,0,0,0,167.8061,729
0,14.637,0,0,58,1,1,0,0,214.2418,3364
1,39.378,1,0,55,2,10.5,1,0,1550.627,3025
1,35.175,1,0,37,5,-0.117,0,0,1237.281,1369
0,13.644,0,0,47,3,0.04,0,0,186.1587,2209
1,28.614,1,0,39,3,0.728,1,0,818.761,1521
1,38.337,1,0,60,5,18.3,1,1,1469.726,3600
0,23.388,0,1,28,1,0,0,0,546.9986,784
0,11.25,0,0,36,1,-1.2,0,0,126.5625,1296
1,67.092,1,0,56,2,126,1,1,4501.337,3136
1,83.274,1,0,37,4,82.152,1,1,6934.56,1369
1,88.77,1,0,38,4,21.838,1,0,7880.112,1444
1,98.85,1,0,38,4,-12.45,0,1,9771.322,1444
0,39.393,1,0,60,2,38.177,0,1,1551.809,3600
0,43.197,1,0,45,3,1.4,0,0,1865.981,2025
0,25.356,0,0,60,1,-3.55,0,0,642.9268,3600
1,53.91,1,0,55,3,159.248,1,1,2906.288,3025
0,19.392,0,1,43,1,-0.4,0,0,376.0497,1849
0,22.8,1,0,41,4,0.11,0,0,519.84,1681
1,90.45,1,0,47,2,77.2,1,1,8181.202,2209
1,47.703,1,0,37,4,33.748,0,0,2275.576,1369
1,36,0,1,29,1,5.5,1,1,1296,841
0,40.554,0,0,34,3,46.5,0,0,1644.627,1156
1,39.894,1,0,46,3,17.399,1,1,1591.531,2116
1,33.336,1,0,42,5,43.999,1,1,1111.289,1764
1,30.3,0,0,58,1,16,0,1,918.09,3364
0,118.401,1,0,36,4,184.5,0,1,14018.8,1296
0,54.255,1,0,45,4,-0.651,0,0,2943.605,2025
0,19.998,0,0,45,2,59.879,0,1,399.92,2025
1,28.443,1,0,37,4,-2.2,0,0,809.0043,1369
0,22.572,0,0,31,2,-1.45,0,0,509.4952,961
0,29.1,0,1,47,1,0,0,0,846.81,2209
0,19.848,1,0,42,4,-0.4,0,0,393.9431,1764
0,17.571,1,1,37,4,0,0,0,308.74,1369
0,42.777,1,0,39,2,0,0,0,1829.872,1521
1,19.176,1,0,45,4,0,0,0,367.719,2025
0,26.136,1,0,54,4,-1.875,0,0,683.0905,2916
0,36.975,1,0,58,4,-3,0,0,1367.151,3364
1,96.369,1,0,49,4,61.115,1,1,9286.984,2401
1,19.143,0,1,27,2,0.64,1,0,366.4544,729
1,28.293,1,0,34,4,4.615,1,0,800.4938,1156
0,46.053,1,0,34,4,-3,0,0,2120.879,1156
1,42.048,1,0,40,4,-16,1,0,1768.034,1600
0,63.225,0,0,51,3,226.048,0,1,3997.4,2601
1,57.519,1,0,26,3,-5.45,0,0,3308.436,676
0,72.069,1,0,36,4,-4.609,0,0,5193.941,1296
0,24.807,1,0,32,4,11.35,0,0,615.3872,1024
0,39.837,1,0,38,4,-0.093,0,0,1586.987,1444
1,43.2,1,0,33,3,13.705,1,0,1866.24,1089
0,41.172,1,0,62,5,-0.1,0,0,1695.134,3844
0,11.04,0,0,38,4,0,0,0,121.8816,1444
